,date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
967,2018-05-19,Sawai Mansingh Stadium,2,134,Royal Challengers Bangalore,0,0,0,1,1,0,,,,,,,6,2,0,6,0,0,1,1,6,,,,,,,6,14,0,1,1,1,1,0,1,,,,,,,6,5,0,2,4,0,0,4,4,,,,,,,6,14,0,0,1,4,0,1,4,,,,,,,6,10,0,0,1,4,0,4,1,,,,,,,6,10,0
968,2009-04-28,SuperSport Park,1,,Delhi Daredevils,0,1,6,0,0,0,,,,,,,6,7,0,2,1,0,0,1,4,,,,,,,6,8,0,4,1,0,1,4,0,,,,,,,6,10,0,1,0,0,0,0,1,4,,,,,,7,6,0,0,0,0,4,1,0,,,,,,,6,5,0,0,1,1,0,0,4,,,,,,,6,6,0
969,2009-04-28,SuperSport Park,2,147,Rajasthan Royals,0,1,0,1,4,0,0,0,,,,,8,6,0,0,0,1,0,4,0,1,,,,,,7,6,0,4,0,4,0,0,0,,,,,,,6,8,0,0,0,0,0,0,1,,,,,,,6,1,0,4,0,0,6,0,0,,,,,,,6,10,0,0,0,0,1,0,1,,,,,,,6,2,0
970,2011-04-15,Wankhede Stadium,1,,Mumbai Indians,0,1,0,4,1,1,,,,,,,6,7,0,0,1,4,2,1,0,4,,,,,,7,12,0,0,1,1,0,0,0,,,,,,,6,2,0,0,0,1,1,4,4,,,,,,,6,10,0,0,1,2,0,1,0,,,,,,,6,4,0,4,4,0,0,0,1,,,,,,,6,9,0
971,2011-04-15,Wankhede Stadium,2,184,Kochi Tuskers Kerala,0,0,0,4,0,1,,,,,,,6,5,0,1,0,1,0,0,1,,,,,,,6,3,0,4,4,0,4,1,4,,,,,,,6,17,0,0,1,4,0,0,0,,,,,,,6,5,0,1,1,0,0,0,0,,,,,,,6,2,0,1,1,2,4,1,4,1,4,,,,,8,18,0
972,2021-04-18,"Wankhede Stadium, Mumbai",1,,Punjab Kings,0,0,0,4,0,1,,,,,,,6,5,0,4,1,0,5,6,0,4,,,,,,7,20,0,0,0,1,4,4,1,,,,,,,6,10,0,0,2,4,1,0,1,,,,,,,6,8,0,0,1,1,0,4,1,,,,,,,6,7,0,4,0,0,4,0,1,,,,,,,6,9,0
973,2021-04-18,"Wankhede Stadium, Mumbai",2,198,Delhi Capitals,0,2,2,1,4,1,,,,,,,6,10,0,0,0,1,4,0,6,,,,,,,6,11,0,1,4,0,1,0,4,,,,,,,6,10,0,0,0,4,1,1,6,,,,,,,6,12,0,4,0,0,2,4,4,,,,,,,6,14,0,1,1,0,1,1,1,,,,,,,6,5,0
974,2017-04-13,Eden Gardens,1,,Kings XI Punjab,0,4,0,2,4,0,,,,,,,6,10,0,2,1,0,0,1,0,6,1,,,,,8,11,0,4,4,0,0,1,0,,,,,,,6,9,0,1,4,1,0,1,4,4,,,,,,7,15,0,2,5,0,0,1,0,0,0,,,,,8,8,0,0,0,4,0,0,0,,,,,,,6,4,0
975,2017-04-13,Eden Gardens,2,171,Kolkata Knight Riders,1,0,4,0,0,0,0,,,,,,7,5,0,1,0,1,4,4,0,0,0,,,,,8,10,0,6,1,0,4,4,1,,,,,,,6,16,0,5,1,4,1,0,0,,,,,,,6,11,0,4,1,4,4,1,4,,,,,,,6,18,0,6,6,4,0,0,0,,,,,,,6,16,0
976,2013-04-08,Sawai Mansingh Stadium,1,,Rajasthan Royals,0,0,0,1,0,0,0,,,,,,7,1,0,0,1,1,2,1,0,,,,,,,6,5,0,1,4,0,0,1,1,,,,,,,6,7,0,0,4,4,0,0,0,,,,,,,6,8,0,0,0,0,2,0,4,,,,,,,6,6,0,1,0,2,0,1,4,,,,,,,6,8,0
977,2013-04-08,Sawai Mansingh Stadium,2,125,Kolkata Knight Riders,1,4,0,6,2,1,0,,,,,,7,14,0,1,1,0,1,0,0,0,1,,,,,8,4,0,1,0,1,0,3,0,0,,,,,,7,5,0,0,1,1,0,1,0,,,,,,,6,3,0,0,2,4,1,2,1,,,,,,,6,10,0,0,1,0,1,1,1,,,,,,,6,4,0
978,2014-05-15,"Sardar Patel Stadium, Motera",1,,Rajasthan Royals,0,4,1,1,0,1,,,,,,,6,7,0,4,4,0,0,0,4,,,,,,,6,12,0,0,0,0,0,1,0,,,,,,,6,1,0,1,1,1,4,0,0,,,,,,,6,7,0,2,6,2,1,1,4,,,,,,,6,16,0,0,1,0,1,1,6,,,,,,,6,9,0
979,2014-05-15,"Sardar Patel Stadium, Motera",2,139,Delhi Daredevils,0,1,4,1,0,0,,,,,,,6,6,0,4,4,1,1,2,1,,,,,,,6,13,0,0,0,0,1,1,4,,,,,,,6,6,0,0,1,1,1,1,0,,,,,,,6,4,0,1,0,0,0,0,0,,,,,,,6,1,0,1,0,0,1,1,0,1,,,,,,7,4,0
980,2017-04-09,"Rajiv Gandhi International Stadium, Uppal",1,,Gujarat Lions,0,0,1,0,1,1,,,,,,,6,3,0,0,0,4,4,1,1,,,,,,,6,10,0,1,0,2,4,4,1,,,,,,,6,12,0,0,4,1,0,1,1,,,,,,,6,7,0,1,0,2,0,0,0,,,,,,,6,3,0,2,0,0,1,1,1,,,,,,,6,5,0
981,2017-04-09,"Rajiv Gandhi International Stadium, Uppal",2,140,Sunrisers Hyderabad,0,1,1,1,0,0,,,,,,,6,3,0,4,1,0,0,1,2,,,,,,,6,8,0,6,1,0,6,2,6,,,,,,,6,21,0,0,0,0,4,2,2,,,,,,,6,8,0,4,4,0,0,0,0,,,,,,,6,8,0,0,1,1,4,4,1,,,,,,,6,11,0
982,2020-10-16,Sheikh Zayed Stadium,1,,Kolkata Knight Riders,0,1,0,1,0,0,1,,,,,,7,3,0,0,1,1,4,1,1,0,1,0,,,,9,9,0,0,0,1,1,4,0,,,,,,,6,6,0,0,0,2,1,0,4,,,,,,,6,7,0,1,0,1,0,1,0,,,,,,,6,3,0,4,1,0,0,0,0,,,,,,,6,5,0
983,2020-10-16,Sheikh Zayed Stadium,2,149,Mumbai Indians,4,0,1,0,0,2,,,,,,,6,7,0,4,0,4,0,1,0,,,,,,,6,9,0,0,4,4,1,4,1,,,,,,,6,14,0,4,4,1,0,0,0,,,,,,,6,9,0,4,0,4,0,1,0,,,,,,,6,9,0,1,0,0,1,1,0,,,,,,,6,3,0
984,2014-05-11,Barabati Stadium,1,,Kings XI Punjab,4,0,1,4,0,4,4,,,,,,7,17,0,0,0,0,0,0,4,,,,,,,6,4,0,2,4,0,1,1,1,,,,,,,6,9,0,0,4,0,0,0,1,,,,,,,6,5,0,1,1,1,1,4,4,1,,,,,,7,13,0,0,0,1,0,0,0,,,,,,,6,1,0
985,2014-05-11,Barabati Stadium,2,150,Kolkata Knight Riders,0,0,1,1,0,0,,,,,,,6,2,0,1,2,1,0,0,4,,,,,,,6,8,0,4,0,4,0,4,0,,,,,,,6,12,0,1,6,0,4,4,4,,,,,,,6,19,0,0,0,4,0,1,2,0,,,,,,7,7,0,0,0,0,2,4,1,,,,,,,6,7,0
986,2010-04-18,Feroz Shah Kotla,1,,Deccan Chargers,0,1,1,0,4,1,,,,,,,6,7,0,0,4,0,0,0,4,,,,,,,6,8,0,0,0,1,0,1,1,,,,,,,6,3,0,1,1,0,6,2,4,,,,,,,6,14,0,0,0,0,1,0,1,,,,,,,6,2,0,1,0,1,1,1,0,,,,,,,6,4,0
987,2010-04-18,Feroz Shah Kotla,2,134,Delhi Daredevils,0,1,0,0,0,4,,,,,,,6,5,0,4,0,0,0,4,1,,,,,,,6,9,0,0,1,4,0,1,1,,,,,,,6,7,0,4,0,0,0,4,4,,,,,,,6,12,0,1,1,0,1,0,1,,,,,,,6,4,0,1,0,0,1,0,0,,,,,,,6,2,0
988,2014-04-27,Sharjah Cricket Stadium,1,,Mumbai Indians,1,1,1,2,1,0,1,,,,,,7,7,0,1,1,1,0,4,0,,,,,,,6,7,0,0,0,1,1,0,0,,,,,,,6,2,0,1,0,0,0,0,4,0,,,,,,7,5,0,1,2,1,1,1,4,,,,,,,6,10,0,0,1,0,4,1,0,,,,,,,6,6,0
989,2014-04-27,Sharjah Cricket Stadium,2,126,Delhi Daredevils,0,0,1,0,1,4,,,,,,,6,6,0,4,0,0,1,1,0,,,,,,,6,6,0,0,1,0,0,1,0,,,,,,,6,2,0,1,0,4,0,3,0,,,,,,,6,8,0,1,7,0,0,0,0,0,,,,,,7,8,0,0,1,0,0,0,0,,,,,,,6,1,0
990,2010-03-31,"MA Chidambaram Stadium, Chepauk",1,,Royal Challengers Bangalore,0,1,0,0,1,0,,,,,,,6,2,0,4,0,1,0,0,4,,,,,,,6,9,0,0,1,0,4,1,0,,,,,,,6,6,0,4,1,1,4,0,1,,,,,,,6,11,0,1,0,0,1,1,1,1,,,,,,7,5,0,6,6,0,4,1,1,1,0,,,,,8,19,0
991,2010-03-31,"MA Chidambaram Stadium, Chepauk",2,162,Chennai Super Kings,0,0,2,4,0,1,,,,,,,6,7,0,4,0,1,1,0,1,,,,,,,6,7,0,0,6,2,6,4,6,,,,,,,6,24,0,0,1,1,0,0,1,,,,,,,6,3,0,1,1,1,2,1,0,,,,,,,6,6,0,0,1,6,1,0,1,,,,,,,6,9,0
992,2021-04-17,"MA Chidambaram Stadium, Chepauk, Chennai",1,,Mumbai Indians,4,0,0,0,4,0,,,,,,,6,8,0,1,2,4,0,0,1,0,,,,,,7,8,0,1,0,1,4,6,1,,,,,,,6,13,0,0,1,1,0,6,1,,,,,,,6,9,0,0,0,4,1,0,1,4,,,,,,7,10,0,0,1,1,2,1,0,,,,,,,6,5,0
993,2021-04-17,"MA Chidambaram Stadium, Chepauk, Chennai",2,137,Sunrisers Hyderabad,0,0,0,0,0,2,,,,,,,6,2,0,0,1,0,1,1,0,,,,,,,6,3,0,4,4,6,4,0,0,,,,,,,6,18,0,4,0,1,6,6,1,1,,,,,,7,19,0,0,6,1,2,0,4,,,,,,,6,13,0,1,0,0,1,0,0,,,,,,,6,2,0
994,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,2,4,1,0,1,1,1,,,,,,7,10,0,1,0,1,0,0,0,,,,,,,6,2,0,2,0,1,1,1,1,,,,,,,6,6,0,1,4,1,4,0,0,,,,,,,6,10,0,0,0,0,1,1,1,,,,,,,6,3,0,0,1,4,2,1,0,,,,,,,6,8,0
995,2017-04-19,"Rajiv Gandhi International Stadium, Uppal",2,176,Delhi Daredevils,0,1,0,0,0,1,,,,,,,6,2,0,4,4,0,4,0,1,,,,,,,6,13,0,0,4,4,1,0,0,,,,,,,6,9,0,1,6,1,0,0,0,,,,,,,6,8,0,6,1,4,0,0,4,,,,,,,6,15,0,4,0,0,1,0,4,,,,,,,6,9,0
996,2020-09-27,Sharjah Cricket Stadium,1,,Kings XI Punjab,1,0,1,0,1,0,,,,,,,6,3,0,0,1,6,0,0,1,,,,,,,6,8,0,4,1,2,1,3,6,0,,,,,,7,17,0,4,4,4,0,0,1,,,,,,,6,13,0,1,4,4,1,1,2,4,,,,,,7,17,0,0,0,1,0,1,0,,,,,,,6,2,0
997,2020-09-27,Sharjah Cricket Stadium,2,226,Rajasthan Royals,1,0,0,4,1,1,4,0,,,,,8,11,0,2,0,1,0,1,4,0,,,,,,7,8,0,0,0,1,6,0,4,0,,,,,,7,11,0,6,0,4,0,1,3,,,,,,,6,14,0,0,1,0,6,0,4,0,,,,,,7,11,0,0,4,0,2,4,4,,,,,,,6,14,0
998,2015-04-12,Wankhede Stadium,1,,Kings XI Punjab,0,0,0,4,4,2,,,,,,,6,10,0,0,0,4,0,1,0,,,,,,,6,5,0,4,6,4,1,1,1,,,,,,,6,17,0,4,0,1,0,0,1,,,,,,,6,6,0,4,0,4,0,0,0,,,,,,,6,8,0,1,0,4,4,1,0,1,,,,,,7,11,0
999,2015-04-12,Wankhede Stadium,2,159,Mumbai Indians,0,0,0,1,1,1,,,,,,,6,3,0,1,0,0,2,0,4,,,,,,,6,7,0,0,1,0,1,1,0,,,,,,,6,3,0,0,2,0,0,1,0,0,,,,,,7,3,0,0,0,1,0,0,0,,,,,,,6,1,0,0,0,0,0,0,0,,,,,,,6,0,0
1000,2015-05-14,Wankhede Stadium,1,,Mumbai Indians,0,0,1,0,4,1,,,,,,,6,6,0,1,0,0,1,1,1,,,,,,,6,4,0,0,1,0,0,1,4,,,,,,,6,6,0,2,4,2,1,0,0,,,,,,,6,9,0,4,0,0,0,4,1,,,,,,,6,9,0,1,0,1,6,0,1,1,2,,,,,8,12,0
1001,2015-05-14,Wankhede Stadium,2,166,Kolkata Knight Riders,2,4,0,0,1,0,,,,,,,6,7,0,0,1,0,4,0,0,,,,,,,6,5,0,1,2,4,0,1,0,,,,,,,6,8,0,4,1,0,0,4,0,,,,,,,6,9,0,1,4,0,1,1,1,1,,,,,,7,9,0,6,1,0,0,1,0,4,,,,,,7,12,0
1002,2012-05-03,Subrata Roy Sahara Stadium,1,,Mumbai Indians,0,2,1,0,1,0,,,,,,,6,4,0,0,0,0,0,0,0,,,,,,,6,0,0,0,1,1,0,0,1,4,,,,,,7,7,0,0,4,4,4,0,1,,,,,,,6,13,0,1,1,0,1,0,1,,,,,,,6,4,0,0,6,0,4,4,0,,,,,,,6,14,0
1003,2012-05-03,Subrata Roy Sahara Stadium,2,119,Pune Warriors,1,0,0,0,0,4,1,,,,,,7,6,0,0,0,6,0,1,0,,,,,,,6,7,0,0,0,0,2,0,4,,,,,,,6,6,0,0,1,0,0,0,0,,,,,,,6,1,0,0,1,4,4,1,1,,,,,,,6,11,0,0,0,4,1,1,0,,,,,,,6,6,0
1004,2008-05-04,Sawai Mansingh Stadium,1,,Chennai Super Kings,0,0,1,0,0,0,,,,,,,6,1,0,4,0,0,1,0,0,4,,,,,,7,9,0,0,0,1,0,0,1,,,,,,,6,2,0,0,0,0,0,4,0,,,,,,,6,4,0,4,1,0,3,4,2,,,,,,,6,14,0,4,0,0,4,0,0,,,,,,,6,8,0
1005,2008-05-04,Sawai Mansingh Stadium,2,110,Rajasthan Royals,0,0,0,0,0,0,,,,,,,6,0,0,4,0,0,0,1,1,,,,,,,6,6,0,1,1,4,0,1,1,,,,,,,6,8,0,0,1,1,0,4,4,,,,,,,6,10,0,1,1,0,0,4,4,,,,,,,6,10,0,4,1,0,4,0,1,,,,,,,6,10,0
1006,2008-05-24,"MA Chidambaram Stadium, Chepauk",1,,Rajasthan Royals,1,0,1,6,4,0,0,,,,,,7,12,0,0,1,1,1,0,0,,,,,,,6,3,0,1,4,1,4,0,0,,,,,,,6,10,0,4,0,6,1,2,1,,,,,,,6,14,0,4,4,0,1,4,0,,,,,,,6,13,0,4,2,0,4,1,4,,,,,,,6,15,0
1007,2008-05-24,"MA Chidambaram Stadium, Chepauk",2,201,Chennai Super Kings,0,4,0,1,0,1,0,,,,,,7,6,0,1,6,0,1,1,0,,,,,,,6,9,0,4,0,4,6,1,4,,,,,,,6,19,0,0,4,1,1,0,0,,,,,,,6,6,0,1,4,4,0,0,6,,,,,,,6,15,0,0,0,4,6,0,0,,,,,,,6,10,0
1008,2018-05-25,Eden Gardens,1,,Sunrisers Hyderabad,1,0,1,0,0,1,1,,,,,,7,4,0,0,0,1,1,1,1,6,,,,,,7,10,0,1,1,0,1,1,0,,,,,,,6,4,0,0,4,0,4,1,0,,,,,,,6,9,0,1,4,1,1,2,4,,,,,,,6,13,0,1,1,1,1,0,1,,,,,,,6,5,0
1009,2018-05-25,Eden Gardens,2,160,Kolkata Knight Riders,0,0,4,1,0,1,,,,,,,6,6,0,4,1,1,0,1,6,,,,,,,6,13,0,4,6,4,4,1,0,,,,,,,6,19,0,2,0,4,1,1,0,,,,,,,6,8,0,0,0,6,0,6,0,,,,,,,6,12,0,6,1,0,1,0,1,,,,,,,6,9,0
1010,2013-04-29,Wankhede Stadium,1,,Mumbai Indians,1,0,0,1,0,0,,,,,,,6,2,0,0,4,0,4,0,0,,,,,,,6,8,0,0,0,1,0,1,0,1,,,,,,7,3,0,0,1,0,1,0,1,,,,,,,6,3,0,0,4,6,1,0,1,,,,,,,6,12,0,0,0,1,5,1,1,,,,,,,6,8,0
1011,2013-04-29,Wankhede Stadium,2,170,Kings XI Punjab,1,4,0,1,0,1,0,,,,,,7,7,0,0,1,4,0,0,0,,,,,,,6,5,0,1,1,1,0,1,0,1,,,,,,7,5,0,4,0,0,2,0,0,,,,,,,6,6,0,4,1,4,1,1,4,,,,,,,6,15,0,1,2,4,4,6,0,,,,,,,6,17,0
1012,2016-05-27,Feroz Shah Kotla,1,,Gujarat Lions,1,1,0,4,0,1,0,,,,,,7,7,0,1,0,0,4,0,4,0,,,,,,7,9,0,0,0,1,2,0,0,,,,,,,6,3,0,0,0,0,4,0,0,,,,,,,6,4,0,0,0,4,0,1,0,4,,,,,,7,9,0,0,0,4,1,1,0,,,,,,,6,6,0
1013,2016-05-27,Feroz Shah Kotla,2,163,Sunrisers Hyderabad,4,0,1,0,0,1,,,,,,,6,6,0,0,0,4,0,0,1,,,,,,,6,5,0,0,0,1,4,1,1,4,,,,,,7,11,0,4,1,1,1,4,0,,,,,,,6,11,0,0,4,1,4,0,1,,,,,,,6,10,0,1,0,1,0,1,0,,,,,,,6,3,0
1014,2009-05-06,SuperSport Park,1,,Deccan Chargers,0,1,4,0,1,1,0,,,,,,7,7,0,0,1,0,0,0,0,0,,,,,,7,1,0,1,0,0,0,0,4,0,,,,,,7,5,0,2,4,0,0,1,1,,,,,,,6,8,0,1,6,1,1,6,0,,,,,,,6,15,0,1,0,0,0,0,0,,,,,,,6,1,0
1015,2009-05-06,SuperSport Park,2,126,Mumbai Indians,1,0,1,0,4,0,,,,,,,6,6,0,1,0,0,0,0,0,,,,,,,6,1,0,1,0,1,0,0,2,,,,,,,6,4,0,0,0,1,4,0,0,4,,,,,,7,9,0,0,0,0,4,1,2,,,,,,,6,7,0,6,0,1,1,6,0,,,,,,,6,14,0
1016,2009-05-03,St George's Park,1,,Kolkata Knight Riders,2,0,0,1,0,1,1,,,,,,7,5,0,0,0,0,0,0,2,,,,,,,6,2,0,1,0,0,0,1,0,,,,,,,6,2,0,4,1,0,0,0,1,0,,,,,,7,6,0,4,4,0,0,0,0,,,,,,,6,8,0,0,1,2,0,0,2,,,,,,,6,5,0
1017,2009-05-03,St George's Park,2,154,Kings XI Punjab,0,0,1,0,0,1,,,,,,,6,2,0,1,0,0,1,1,0,1,0,,,,,8,4,0,0,0,4,0,2,1,,,,,,,6,7,0,1,6,6,1,6,2,,,,,,,6,22,0,0,2,6,0,1,0,,,,,,,6,9,0,0,1,0,1,1,4,,,,,,,6,7,0
1018,2011-04-08,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,0,1,0,0,4,0,,,,,,,6,5,0,1,0,0,4,1,0,,,,,,,6,6,0,1,0,0,1,1,4,,,,,,,6,7,0,1,0,0,4,2,1,0,,,,,,7,8,0,0,4,0,0,1,1,,,,,,,6,6,0,4,0,4,4,1,0,,,,,,,6,13,0
1019,2011-04-08,"MA Chidambaram Stadium, Chepauk",2,151,Kolkata Knight Riders,0,0,4,1,4,1,,,,,,,6,10,0,0,2,0,1,0,1,,,,,,,6,4,0,0,1,5,1,0,0,4,,,,,,7,11,0,0,4,4,4,1,1,,,,,,,6,14,0,1,0,2,0,1,1,,,,,,,6,5,0,4,0,1,1,1,0,1,,,,,,7,8,0
1020,2014-04-25,Dubai International Cricket Stadium,1,,Mumbai Indians,0,1,1,0,0,0,,,,,,,6,2,0,4,0,4,1,0,0,,,,,,,6,9,0,0,4,4,0,1,0,,,,,,,6,9,0,0,1,1,2,0,1,,,,,,,6,5,0,0,0,0,0,0,1,,,,,,,6,1,0,0,1,4,0,0,0,,,,,,,6,5,0
1021,2014-04-25,Dubai International Cricket Stadium,2,142,Chennai Super Kings,0,0,0,0,0,0,,,,,,,6,0,0,0,1,0,0,0,1,,,,,,,6,2,0,6,0,0,6,0,1,,,,,,,6,13,0,6,1,0,2,4,4,,,,,,,6,17,0,1,1,1,1,0,0,1,,,,,,7,5,0,4,0,0,4,2,4,,,,,,,6,14,0
1022,2012-04-26,Subrata Roy Sahara Stadium,1,,Deccan Chargers,0,4,4,3,4,1,,,,,,,6,16,0,1,1,0,1,0,1,,,,,,,6,4,0,1,0,1,1,0,6,,,,,,,6,9,0,1,1,1,1,6,0,,,,,,,6,10,0,4,1,0,0,4,0,,,,,,,6,9,0,0,1,0,0,1,0,,,,,,,6,2,0
1023,2012-04-26,Subrata Roy Sahara Stadium,2,159,Pune Warriors,0,1,1,0,0,1,,,,,,,6,3,0,1,1,1,1,4,0,,,,,,,6,8,0,4,0,0,0,4,0,,,,,,,6,8,0,0,6,0,1,2,1,1,,,,,,7,11,0,1,0,0,0,1,1,6,,,,,,7,9,0,4,0,0,0,1,0,,,,,,,6,5,0
1024,2021-04-09,"MA Chidambaram Stadium, Chepauk, Chennai",1,,Mumbai Indians,2,0,0,2,0,1,,,,,,,6,5,0,1,0,0,0,0,0,,,,,,,6,1,0,0,0,0,0,4,2,,,,,,,6,6,0,0,4,1,6,1,0,,,,,,,6,12,0,4,0,1,1,0,0,,,,,,,6,6,0,0,6,0,1,0,4,,,,,,,6,11,0
1025,2021-04-09,"MA Chidambaram Stadium, Chepauk, Chennai",2,160,Royal Challengers Bangalore,0,0,5,0,1,4,0,,,,,,7,10,0,2,0,0,2,1,0,,,,,,,6,5,0,1,4,0,1,0,0,,,,,,,6,6,0,4,1,0,2,4,1,2,,,,,,7,14,0,1,0,1,1,2,1,,,,,,,6,6,0,4,0,0,1,0,0,0,,,,,,7,5,0
1026,2020-10-17,Dubai International Cricket Stadium,1,,Rajasthan Royals,1,0,0,0,1,0,,,,,,,6,2,0,0,1,0,0,1,1,0,,,,,,7,3,0,4,4,0,4,0,4,,,,,,,6,16,0,4,0,0,1,1,1,4,6,,,,,8,17,0,0,4,1,1,1,2,,,,,,,6,9,0,1,0,2,0,0,1,1,,,,,,7,5,0
1027,2020-10-17,Dubai International Cricket Stadium,2,179,Royal Challengers Bangalore,0,0,1,0,0,1,2,,,,,,7,4,0,2,0,1,0,1,1,,,,,,,6,5,0,1,6,0,0,0,6,,,,,,,6,13,0,0,1,0,1,1,2,,,,,,,6,5,0,1,1,0,4,4,1,1,,,,,,7,12,0,2,0,0,4,0,2,,,,,,,6,8,0
1028,2011-04-25,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,0,0,0,0,1,1,,,,,,,6,2,0,1,0,1,0,2,0,4,,,,,,7,8,0,6,0,1,0,2,1,,,,,,,6,10,0,2,4,0,0,2,1,,,,,,,6,9,0,1,0,0,4,1,0,,,,,,,6,6,0,0,1,1,4,4,0,,,,,,,6,10,0
1029,2011-04-25,"MA Chidambaram Stadium, Chepauk",2,117,Pune Warriors,1,0,0,0,2,0,,,,,,,6,3,0,1,1,4,2,0,1,,,,,,,6,9,0,1,2,4,0,0,0,,,,,,,6,7,0,0,1,0,1,6,0,,,,,,,6,8,0,1,2,2,4,4,0,0,,,,,,7,13,0,0,0,0,0,0,0,,,,,,,6,0,0
1030,2011-04-17,Eden Gardens,1,,Rajasthan Royals,0,1,0,1,1,1,,,,,,,6,4,0,4,1,4,0,0,0,,,,,,,6,9,0,1,0,1,1,0,0,4,,,,,,7,7,0,0,0,4,0,1,1,,,,,,,6,6,0,2,0,0,0,0,0,,,,,,,6,2,0,0,1,0,2,4,1,,,,,,,6,8,0
1031,2011-04-17,Eden Gardens,2,85,Kolkata Knight Riders,0,0,2,0,0,0,0,,,,,,7,2,0,2,0,1,2,2,0,0,,,,,,7,7,0,0,1,1,0,0,1,,,,,,,6,3,0,1,0,4,1,1,0,,,,,,,6,7,0,1,1,1,1,0,0,,,,,,,6,4,0,1,0,1,0,1,0,,,,,,,6,3,0
1032,2017-04-16,Wankhede Stadium,1,,Gujarat Lions,1,0,0,1,0,0,1,,,,,,7,3,0,0,1,0,5,4,1,1,,,,,,7,12,0,4,1,1,0,0,0,,,,,,,6,6,0,0,0,1,0,1,1,,,,,,,6,3,0,0,1,0,4,0,2,,,,,,,6,7,0,1,6,0,6,0,2,,,,,,,6,15,0
1033,2017-04-16,Wankhede Stadium,2,177,Mumbai Indians,0,0,0,0,1,4,1,,,,,,7,6,0,1,0,0,4,1,1,1,,,,,,7,8,0,0,2,1,1,1,3,1,0,0,,,,9,9,0,0,1,4,0,1,1,,,,,,,6,7,0,1,6,0,1,6,1,,,,,,,6,15,0,1,1,0,0,6,1,,,,,,,6,9,0
1034,2018-04-17,Wankhede Stadium,1,,Mumbai Indians,0,0,1,1,1,0,,,,,,,6,3,0,0,4,1,0,6,1,,,,,,,6,12,0,0,4,0,1,0,1,,,,,,,6,6,0,4,0,1,4,5,4,1,,,,,,7,19,0,6,0,0,0,5,4,1,,,,,,7,16,0,4,0,0,0,0,0,,,,,,,6,4,0
1035,2018-04-17,Wankhede Stadium,2,167,Royal Challengers Bangalore,0,1,0,1,1,0,4,,,,,,7,7,0,4,1,4,0,4,0,,,,,,,6,13,0,1,0,1,0,1,4,,,,,,,6,7,0,4,1,0,1,6,1,,,,,,,6,13,0,0,1,1,0,1,1,,,,,,,6,4,0,4,1,4,0,1,1,,,,,,,6,11,0
1036,2021-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",1,,Royal Challengers Bangalore,0,4,1,0,0,1,,,,,,,6,6,0,4,0,0,0,1,4,1,,,,,,7,10,0,1,1,0,0,1,0,1,,,,,,7,4,0,1,0,1,0,3,1,,,,,,,6,6,0,0,1,6,1,1,1,,,,,,,6,10,0,1,4,1,1,4,0,,,,,,,6,11,0
1037,2021-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,143,Sunrisers Hyderabad,0,0,0,0,0,4,,,,,,,6,4,0,1,0,1,1,2,4,0,,,,,,7,9,0,0,0,0,0,1,0,1,,,,,,7,2,0,0,6,1,4,0,6,,,,,,,6,17,0,0,0,0,4,1,1,0,,,,,,7,6,0,0,1,2,4,4,1,,,,,,,6,12,0
1038,2014-04-17,Sharjah Cricket Stadium,1,,Delhi Daredevils,0,1,2,0,1,0,0,,,,,,7,4,0,1,0,1,0,1,0,,,,,,,6,3,0,1,6,0,1,0,0,,,,,,,6,8,0,0,1,0,0,1,0,,,,,,,6,2,0,0,0,0,0,0,0,,,,,,,6,0,0,4,2,1,4,1,1,,,,,,,6,13,0
1039,2014-04-17,Sharjah Cricket Stadium,2,146,Royal Challengers Bangalore,0,0,0,1,4,0,,,,,,,6,5,0,1,0,0,0,0,4,,,,,,,6,5,0,0,2,4,0,0,1,,,,,,,6,7,0,0,0,1,2,0,4,4,,,,,,7,11,0,0,0,0,4,1,4,,,,,,,6,9,0,1,6,0,4,1,1,,,,,,,6,13,0
1040,2012-04-05,Eden Gardens,1,,Kolkata Knight Riders,0,4,1,0,0,4,,,,,,,6,9,0,0,4,0,1,0,0,1,,,,,,7,6,0,0,4,1,0,0,4,,,,,,,6,9,0,1,1,4,1,0,0,,,,,,,6,7,0,0,1,2,0,0,0,,,,,,,6,3,0,1,1,1,0,1,2,6,,,,,,7,12,0
